is_canceled,reservation_status,adr
1,Canceled,42.0
1,Canceled,44.1
1,Canceled,73.0
1,Canceled,65.7
1,Canceled,74.75
1,Canceled,95.0
1,Canceled,118.7
1,Canceled,74.4
1,Canceled,65.0
0,Check-Out,37.56
1,Canceled,65.7
1,Canceled,65.7
1,Canceled,73.0
0,Check-Out,40.76
1,Canceled,80.0
0,Check-Out,79.2
1,Canceled,124.5
1,Canceled,97.0
1,Canceled,65.0
1,Canceled,79.2
1,Canceled,118.0
1,Canceled,58.0
1,Canceled,58.0
1,Canceled,73.0
0,Check-Out,65.4
0,Check-Out,50.59
1,Canceled,85.0
1,Canceled,88.0
0,Check-Out,41.62
1,Canceled,52.56
0,Check-Out,48.75
1,Canceled,48.6
1,Canceled,41.4
1,No-Show,39.0
1,Canceled,48.6
1,Canceled,115.0
1,Canceled,115.0
1,Canceled,35.1
1,Canceled,55.89
1,Canceled,83.05
1,Canceled,95.0
1,Canceled,122.0
1,Canceled,53.87
1,Canceled,74.7
1,Canceled,46.98
0,Check-Out,58.95
0,Check-Out,82.96
1,Canceled,71.0
1,Canceled,65.0
1,Canceled,75.0
1,Canceled,144.0
1,Canceled,65.0
0,Check-Out,39.95
0,Check-Out,65.7
1,Canceled,73.0
1,Canceled,64.09
1,Canceled,88.0
1,Canceled,79.2
0,Check-Out,46.0
0,Check-Out,46.0
1,Canceled,46.0
1,Canceled,46.0
1,Canceled,46.0
1,Canceled,46.0
1,Canceled,46.0
1,Canceled,46.0
1,Canceled,46.0
1,Canceled,46.0
0,Check-Out,30.0
0,Check-Out,30.0
1,Canceled,46.0
1,Canceled,46.0
1,Canceled,46.0
0,Check-Out,46.0
0,Check-Out,46.0
1,Canceled,46.0
1,Canceled,95.0
1,Canceled,52.2
0,Check-Out,52.2
1,Canceled,125.0
1,Canceled,70.4
1,Canceled,95.0
1,No-Show,70.0
1,Canceled,73.15
1,Canceled,78.56
0,Check-Out,80.16
1,Canceled,67.0
1,Canceled,67.0
1,Canceled,105.0
1,Canceled,67.0
1,Canceled,67.0
1,Canceled,105.0
1,Canceled,80.0
1,Canceled,67.0
1,Canceled,67.0
1,Canceled,26.0
1,Canceled,67.0
1,Canceled,67.0
1,Canceled,67.0
1,Canceled,67.0
0,Check-Out,58.0
0,Check-Out,48.0
0,Check-Out,48.0
0,Check-Out,50.0
0,Check-Out,48.0
0,Check-Out,54.0
0,Check-Out,48.0
0,Check-Out,48.0
0,Check-Out,48.0
0,Check-Out,48.0
0,Check-Out,50.0
0,Check-Out,48.0
1,Canceled,48.0
1,Canceled,48.0
1,Canceled,48.0
1,Canceled,48.0
1,Canceled,48.0
1,Canceled,48.0
0,Check-Out,0.0
1,Canceled,48.0
1,Canceled,48.0
1,Canceled,48.0
1,Canceled,48.0
1,Canceled,48.0
1,Canceled,48.0
1,Canceled,48.0
1,Canceled,48.0
1,Canceled,48.0
1,Canceled,48.0
1,Canceled,48.0
1,Canceled,48.0
1,Canceled,48.0
1,Canceled,73.0
1,Canceled,48.0
1,Canceled,48.0
1,Canceled,48.0
1,Canceled,48.0
1,Canceled,48.0
1,Canceled,48.0
1,Canceled,48.0
1,Canceled,135.0
1,No-Show,63.36
0,Check-Out,118.0
0,Check-Out,124.0
0,Check-Out,58.95
0,Check-Out,58.95
0,Check-Out,0.0
1,Canceled,86.0
0,Check-Out,42.0
1,Canceled,135.0
1,Canceled,119.0
1,Canceled,109.0
1,Canceled,73.0
1,No-Show,130.0
1,Canceled,88.0
1,Canceled,135.0
1,Canceled,79.2
0,Check-Out,43.19
1,Canceled,46.4
0,Check-Out,43.76
1,Canceled,46.4
1,Canceled,85.0
1,Canceled,53.87
1,Canceled,52.56
1,Canceled,53.87
1,Canceled,53.87
1,Canceled,73.0
1,Canceled,39.69
1,Canceled,65.7
1,Canceled,46.18
1,Canceled,46.18
1,Canceled,46.18
1,Canceled,79.2
1,Canceled,73.0
1,Canceled,73.0
0,Check-Out,59.93
0,Check-Out,85.0
0,Check-Out,42.5
0,Check-Out,54.5
0,Check-Out,54.5
1,Canceled,86.0
0,Check-Out,85.0
0,Check-Out,85.0
0,Check-Out,54.5
0,Check-Out,54.5
1,Canceled,85.0
0,Check-Out,85.0
0,Check-Out,85.0
0,Check-Out,85.0
1,Canceled,85.0
1,Canceled,86.0
0,Check-Out,85.0
0,Check-Out,85.0
0,Check-Out,54.5
1,Canceled,85.0
1,Canceled,86.0
0,Check-Out,85.0
0,Check-Out,85.0
0,Check-Out,85.0
0,Check-Out,54.5
0,Check-Out,54.5
0,Check-Out,85.0
0,Check-Out,85.0
0,Check-Out,85.0
0,Check-Out,85.0
1,Canceled,85.0
0,Check-Out,85.0
0,Check-Out,85.0
1,Canceled,85.0
1,Canceled,85.0
1,Canceled,85.0
0,Check-Out,85.0
0,Check-Out,85.0
0,Check-Out,85.0
0,Check-Out,54.5
1,Canceled,86.0
0,Check-Out,0.0
1,Canceled,8.0
1,Canceled,70.0
1,Canceled,70.0
1,Canceled,70.0
1,Canceled,70.0
1,Canceled,70.0
1,Canceled,70.0
1,Canceled,70.0
1,Canceled,70.0
1,Canceled,70.0
1,Canceled,70.0
1,Canceled,70.0
1,Canceled,70.0
1,Canceled,70.0
1,Canceled,70.0
1,Canceled,70.0
1,Canceled,70.0
1,Canceled,8.0
1,Canceled,70.0
1,Canceled,70.0
1,Canceled,70.0
1,Canceled,70.0
1,Canceled,70.0
1,Canceled,70.0
1,Canceled,70.0
1,Canceled,70.0
1,Canceled,70.0
1,Canceled,70.0
1,Canceled,70.0
1,No-Show,79.2
1,Canceled,113.19
1,Canceled,152.0
0,Check-Out,46.4
1,Canceled,73.0
1,Canceled,46.75
0,Check-Out,54.0
0,Check-Out,41.4
1,Canceled,49.0
1,Canceled,58.0
1,Canceled,49.0
1,No-Show,63.0
1,Canceled,58.0
0,Check-Out,87.0
0,Check-Out,85.0
0,Check-Out,85.0
0,Check-Out,54.5
0,Check-Out,85.0
0,Check-Out,87.0
0,Check-Out,85.0
0,Check-Out,54.5
1,Canceled,54.5
0,Check-Out,87.0
0,Check-Out,85.0
0,Check-Out,85.0
1,Canceled,85.0
1,Canceled,85.0
1,Canceled,85.0
0,Check-Out,0.0
0,Check-Out,87.0
0,Check-Out,85.0
1,Canceled,85.0
1,Canceled,85.0
0,Check-Out,85.0
0,Check-Out,85.0
0,Check-Out,85.0
0,Check-Out,56.5
1,Canceled,85.0
1,Canceled,85.0
0,Check-Out,85.0
0,Check-Out,85.0
0,Check-Out,54.5
0,Check-Out,54.5
0,Check-Out,54.5
0,Check-Out,85.0
0,Check-Out,85.0
0,Check-Out,85.0
0,Check-Out,54.5
1,Canceled,85.0
1,Canceled,85.0
0,Check-Out,85.0
0,Check-Out,85.0
0,Check-Out,85.0
1,Canceled,85.0
1,Canceled,85.0
0,Check-Out,52.2
1,Canceled,73.0
1,Canceled,75.0
1,Canceled,79.0
0,Check-Out,52.2
1,Canceled,46.98
0,Check-Out,44.45
1,Canceled,140.0
0,Check-Out,46.75
1,Canceled,79.2
1,Canceled,101.7
0,Check-Out,74.76
0,Check-Out,46.75
1,Canceled,85.0
0,Check-Out,46.98
0,Check-Out,48.08
0,Check-Out,46.98
0,Check-Out,46.98
0,Check-Out,46.98
0,Check-Out,41.75
1,Canceled,46.0
1,Canceled,46.0
1,Canceled,46.0
1,Canceled,46.0
1,Canceled,46.0
1,Canceled,46.0
1,Canceled,46.0
1,Canceled,46.0
1,Canceled,46.0
1,Canceled,46.0
1,Canceled,75.0
0,Check-Out,46.4
0,Check-Out,37.4
0,Check-Out,37.4
1,Canceled,79.2
1,Canceled,52.2
1,Canceled,118.0
1,Canceled,79.2
0,Check-Out,5.25
0,Check-Out,63.36
1,Canceled,72.0
1,Canceled,55.0
1,Canceled,55.0
1,Canceled,96.0
0,Check-Out,46.98
1,Canceled,65.0
1,Canceled,58.0
1,Canceled,58.0
1,Canceled,55.0
1,Canceled,55.0
1,Canceled,55.0
1,Canceled,55.0
1,Canceled,55.0
1,Canceled,55.0
1,Canceled,55.0
1,Canceled,55.0
1,Canceled,55.0
1,Canceled,55.0
1,Canceled,55.0
1,Canceled,55.0
1,Canceled,55.0
1,Canceled,0.0
1,Canceled,67.2
1,Canceled,55.0
1,Canceled,55.0
1,Canceled,55.0
1,Canceled,72.0
1,Canceled,55.0
1,Canceled,55.0
1,Canceled,79.2
1,Canceled,105.0
1,Canceled,82.0
0,Check-Out,0.0
1,Canceled,110.25
1,Canceled,58.0
0,Check-Out,39.83
1,Canceled,49.0
1,Canceled,101.7
0,Check-Out,39.83
0,Check-Out,41.33
1,Canceled,125.5
1,Canceled,88.0
0,Check-Out,58.95
1,Canceled,63.0
1,Canceled,60.3
1,Canceled,60.3
1,Canceled,63.0
1,Canceled,86.0
1,Canceled,17.5
1,Canceled,74.7
1,Canceled,105.0
1,Canceled,89.0
0,Check-Out,50.02
0,Check-Out,84.96
1,Canceled,118.0
1,Canceled,57.11
1,Canceled,82.03
1,Canceled,89.0
1,No-Show,0.0
1,Canceled,89.0
1,No-Show,0.0
1,Canceled,80.0
1,Canceled,80.0
0,Check-Out,135.6
1,Canceled,41.4
0,Check-Out,89.3
1,Canceled,75.33
1,Canceled,103.0
1,Canceled,88.0
1,Canceled,88.0
1,Canceled,62.83
1,Canceled,135.0
0,Check-Out,65.0
1,Canceled,52.2
1,Canceled,129.29
1,Canceled,46.98
0,Check-Out,66.0
0,Check-Out,76.76
0,Check-Out,113.57
0,Check-Out,74.76
1,Canceled,113.0
1,Canceled,72.0
1,Canceled,52.2
1,Canceled,52.2
0,Check-Out,50.88
0,Check-Out,72.0
1,Canceled,90.0
1,Canceled,105.0
1,Canceled,80.0
1,Canceled,73.0
1,Canceled,58.0
0,Check-Out,85.2
1,Canceled,90.0
0,Check-Out,66.0
1,Canceled,63.92
0,Check-Out,107.0
1,Canceled,34.85
0,Check-Out,79.3
1,Canceled,63.36
1,Canceled,77.0
1,Canceled,75.0
1,Canceled,48.72
1,Canceled,65.7
1,Canceled,118.0
0,Check-Out,52.98
0,Check-Out,68.0
0,Check-Out,67.6
0,Check-Out,67.67
0,Check-Out,67.67
0,Check-Out,66.0
0,Check-Out,66.0
0,Check-Out,45.0
0,Check-Out,66.0
0,Check-Out,66.0
0,Check-Out,66.0
0,Check-Out,66.0
0,Check-Out,60.0
0,Check-Out,69.0
0,Check-Out,66.0
0,Check-Out,66.0
1,Canceled,66.0
1,Canceled,66.0
0,Check-Out,70.29
0,Check-Out,71.14
0,Check-Out,66.75
0,Check-Out,66.0
0,Check-Out,53.87
0,Check-Out,52.2
0,Check-Out,60.0
1,Canceled,55.68
0,Check-Out,79.13
0,Check-Out,79.13
1,Canceled,80.85
1,Canceled,105.0
1,Canceled,109.75
1,Canceled,78.56
1,Canceled,105.0
1,Canceled,105.0
0,Check-Out,101.7
0,Check-Out,46.0
0,Check-Out,66.0
0,Check-Out,66.0
0,Check-Out,65.0
0,Check-Out,52.0
1,Canceled,130.4
0,Check-Out,66.0
0,Check-Out,66.0
0,Check-Out,46.0
1,Canceled,109.4
1,Canceled,52.2
0,Check-Out,65.0
0,Check-Out,40.0
1,Canceled,26.0
1,Canceled,53.87
0,Check-Out,71.96
1,Canceled,46.98
0,Check-Out,66.0
1,Canceled,175.0
0,Check-Out,60.0
0,Check-Out,64.0
0,Check-Out,60.0
0,Check-Out,96.0
0,Check-Out,72.0
0,Check-Out,60.0
0,Check-Out,60.0
1,Canceled,59.0
1,Canceled,58.0
0,Check-Out,101.0
1,Canceled,65.7
0,Check-Out,60.0
0,Check-Out,66.0
0,Check-Out,64.0
0,Check-Out,62.0
0,Check-Out,66.0
0,Check-Out,72.0
0,Check-Out,66.0
0,Check-Out,66.0
0,Check-Out,60.0
0,Check-Out,66.0
0,Check-Out,68.0
0,Check-Out,60.0
0,Check-Out,60.0
0,Check-Out,66.0
0,Check-Out,66.0
0,Check-Out,60.0
0,Check-Out,60.0
0,Check-Out,46.0
0,Check-Out,60.0
0,Check-Out,60.0
0,Check-Out,72.0
0,Check-Out,46.5
0,Check-Out,80.0
1,Canceled,65.7
0,Check-Out,6.0
0,Check-Out,60.0
0,Check-Out,60.0
0,Check-Out,60.0
0,Check-Out,60.0
0,Check-Out,115.0
0,Check-Out,43.78
0,Check-Out,87.46
0,Check-Out,87.46
1,Canceled,139.0
1,Canceled,100.55
1,Canceled,58.0
1,Canceled,58.0
1,Canceled,58.0
1,Canceled,58.0
1,Canceled,58.0
1,Canceled,73.0
1,Canceled,58.0
1,Canceled,58.0
1,Canceled,46.98
1,Canceled,58.0
1,Canceled,58.0
1,Canceled,58.0
1,Canceled,58.0
1,Canceled,58.0
0,Check-Out,60.0
1,Canceled,57.8
1,Canceled,58.0
1,Canceled,100.55
1,Canceled,58.0
1,Canceled,139.0
1,Canceled,62.2
1,Canceled,145.0
0,Check-Out,59.28
0,Check-Out,62.48
0,Check-Out,57.28
0,Check-Out,57.28
0,Check-Out,62.48
1,No-Show,60.0
0,Check-Out,42.5
0,Check-Out,85.0
1,Canceled,85.0
1,Canceled,83.16
0,Check-Out,85.0
0,Check-Out,85.0
0,Check-Out,54.5
0,Check-Out,54.5
0,Check-Out,54.5
0,Check-Out,54.5
1,Canceled,85.0
0,Check-Out,85.0
0,Check-Out,85.0
0,Check-Out,54.5
0,Check-Out,85.0
0,Check-Out,54.5
0,Check-Out,54.5
0,Check-Out,87.0
1,Canceled,85.0
0,Check-Out,46.93
1,Canceled,59.3
1,Canceled,59.24
1,Canceled,59.3
0,Check-Out,85.0
0,Check-Out,85.0
0,Check-Out,85.0
1,Canceled,59.3
1,Canceled,55.0
1,Canceled,66.63
1,No-Show,76.86
1,Canceled,66.63
1,Canceled,55.0
1,Canceled,128.28
0,Check-Out,82.83
1,Canceled,79.84
1,No-Show,99.0
1,Canceled,94.5
1,Canceled,94.5
1,Canceled,65.2
1,Canceled,105.81
0,Check-Out,52.58
1,Canceled,105.81
1,Canceled,79.2
0,Check-Out,0.0
0,Check-Out,0.0
0,Check-Out,0.0
1,Canceled,89.67
1,Canceled,65.0
1,Canceled,136.2
1,No-Show,57.0
1,Canceled,71.2
1,Canceled,79.26
0,Check-Out,66.34
1,Canceled,73.71
1,Canceled,66.34
0,Check-Out,68.06
1,Canceled,116.43
1,Canceled,116.43
0,Check-Out,66.34
1,Canceled,95.95
1,Canceled,56.72
0,Check-Out,58.95
1,Canceled,77.0
1,Canceled,105.8
0,Check-Out,95.04
0,Check-Out,83.0
0,Check-Out,48.71
1,Canceled,80.0
0,Check-Out,131.5
1,Canceled,67.79
0,Check-Out,87.49
1,Canceled,80.0
1,Canceled,80.0
1,Canceled,123.71
1,No-Show,46.75
0,Check-Out,57.34
1,Canceled,72.9
1,Canceled,80.0
1,Canceled,116.11
1,Canceled,162.71
1,Canceled,80.0
0,Check-Out,64.9
0,Check-Out,64.9
0,Check-Out,88.5
1,Canceled,57.0
1,Canceled,78.0
1,Canceled,57.0
1,Canceled,110.0
1,Canceled,110.0
1,Canceled,110.0
1,Canceled,110.0
1,Canceled,110.0
1,Canceled,90.0
1,Canceled,99.0
1,Canceled,165.0
1,Canceled,110.0
1,Canceled,110.0
1,Canceled,90.0
1,Canceled,110.0
1,Canceled,110.0
1,Canceled,110.0
1,Canceled,110.0
1,Canceled,110.0
1,Canceled,85.5
0,Check-Out,148.0
0,Check-Out,64.0
0,Check-Out,64.9
0,Check-Out,58.1
1,Canceled,80.0
1,Canceled,114.0
1,Canceled,72.0
1,Canceled,72.0
1,Canceled,145.0
1,Canceled,171.0
1,Canceled,72.0
1,Canceled,148.0
1,Canceled,137.89
0,Check-Out,82.0
1,Canceled,81.0
1,Canceled,70.11
1,Canceled,169.0
1,Canceled,119.0
1,Canceled,97.3
1,Canceled,97.3
1,Canceled,97.3
1,Canceled,97.3
1,Canceled,97.3
1,Canceled,99.0
1,Canceled,97.3
1,Canceled,97.3
1,Canceled,97.3
1,No-Show,97.5
1,No-Show,109.5
1,Canceled,116.0
1,Canceled,97.3
0,Check-Out,77.85
1,Canceled,125.0
1,Canceled,110.0
1,Canceled,72.0
1,Canceled,99.0
1,Canceled,118.71
1,Canceled,80.0
0,Check-Out,59.0
0,Check-Out,92.7
0,Check-Out,60.9
0,Check-Out,90.9
0,Check-Out,77.84
0,Check-Out,53.55
0,Check-Out,72.98
1,Canceled,100.8
1,Canceled,64.8
1,Canceled,64.8
1,Canceled,105.0
1,Canceled,122.14
1,Canceled,95.0
1,Canceled,138.71
1,Canceled,75.34
1,Canceled,148.71
1,Canceled,116.0
1,Canceled,99.0
1,Canceled,72.0
0,Check-Out,64.9
1,Canceled,51.85
0,Check-Out,79.84
1,Canceled,109.0
1,Canceled,169.0
1,Canceled,169.0
1,Canceled,123.0
1,Canceled,113.0
1,Canceled,80.0
1,Canceled,80.0
1,Canceled,102.43
1,Canceled,140.0
1,Canceled,140.0
1,Canceled,85.5
1,Canceled,87.0
1,Canceled,121.5
1,Canceled,65.0
1,Canceled,65.0
1,Canceled,65.0
1,Canceled,116.0
1,Canceled,109.0
0,Check-Out,99.0
1,Canceled,116.1
1,Canceled,117.0
1,Canceled,99.0
0,Check-Out,95.73
1,Canceled,99.9
1,Canceled,129.9
1,Canceled,145.0
0,Check-Out,78.5
0,Check-Out,50.88
1,Canceled,109.0
1,Canceled,115.67
1,Canceled,115.67
1,Canceled,119.0
1,Canceled,129.0
1,Canceled,94.86
1,Canceled,94.86
1,Canceled,85.5
1,Canceled,118.86
1,Canceled,85.5
1,Canceled,109.86
0,Check-Out,78.5
1,Canceled,119.0
0,Check-Out,102.3
1,Canceled,85.5
0,Check-Out,87.5
1,Canceled,122.33
1,Canceled,122.33
1,Canceled,110.0
0,Check-Out,55.44
1,Canceled,116.0
1,Canceled,125.6
1,Canceled,137.67
1,Canceled,93.0
1,Canceled,72.0
0,Check-Out,56.52
1,Canceled,119.0
1,Canceled,63.9
1,Canceled,63.9
1,Canceled,110.0
1,Canceled,120.3
1,Canceled,129.0
1,Canceled,141.0
0,Check-Out,105.56
1,Canceled,141.0
1,Canceled,60.35
1,Canceled,151.0
1,Canceled,72.0
1,Canceled,99.0
0,Check-Out,64.8
1,Canceled,95.4
1,Canceled,161.0
1,Canceled,129.0
1,Canceled,129.0
0,Check-Out,72.0
1,Canceled,108.0
1,Canceled,194.0
1,Canceled,99.0
0,Check-Out,53.85
1,Canceled,64.8
1,Canceled,64.8
1,Canceled,64.8
1,Canceled,120.0
1,Canceled,194.0
1,Canceled,131.67
0,Check-Out,81.0
1,Canceled,54.9
0,Check-Out,99.0
0,Check-Out,81.0
1,Canceled,129.0
1,Canceled,106.0
1,Canceled,72.0
0,Check-Out,113.0
1,Canceled,72.0
1,No-Show,77.85
1,Canceled,110.0
1,Canceled,110.0
1,Canceled,110.0
1,Canceled,110.0
1,Canceled,110.0
1,Canceled,110.0
1,Canceled,110.0
1,Canceled,110.0
1,Canceled,110.0
1,Canceled,110.0
1,Canceled,110.0
1,Canceled,110.0
1,Canceled,110.0
1,Canceled,110.0
1,Canceled,110.0
1,Canceled,110.0
1,Canceled,129.0
0,Check-Out,58.0
1,Canceled,164.0
1,Canceled,189.0
1,Canceled,110.0
1,Canceled,110.0
1,Canceled,110.0
1,Canceled,110.0
1,Canceled,110.0
1,Canceled,110.0
1,Canceled,110.0
1,Canceled,110.0
1,Canceled,110.0
1,Canceled,110.0
1,Canceled,110.0
1,Canceled,110.0
1,Canceled,189.0
1,Canceled,110.0
1,Canceled,108.9
1,Canceled,194.0
1,Canceled,171.0
1,Canceled,193.0
0,Check-Out,62.48
1,Canceled,114.75
0,Check-Out,0.0
1,Canceled,107.1
1,Canceled,121.0
0,Check-Out,99.0
1,Canceled,136.0
1,Canceled,129.0
1,Canceled,116.0
1,Canceled,103.05
1,Canceled,120.0
1,Canceled,72.0
1,Canceled,135.0
1,Canceled,232.0
1,Canceled,129.0
1,Canceled,129.0
1,Canceled,106.0
1,Canceled,72.0
0,Check-Out,65.83
0,Check-Out,53.12
0,Check-Out,53.12
1,Canceled,57.6
0,Check-Out,67.54
1,Canceled,99.0
0,Check-Out,51.85
1,Canceled,99.0
1,Canceled,72.0
1,Canceled,121.0
1,Canceled,72.0
1,Canceled,161.0
1,Canceled,112.0
1,Canceled,201.5
1,Canceled,89.1
1,Canceled,57.6
1,Canceled,138.47
1,Canceled,48.88
0,Check-Out,88.9
0,Check-Out,81.0
0,Check-Out,81.0
0,Check-Out,57.15
1,Canceled,64.8
0,Check-Out,59.31
0,Check-Out,55.44
1,Canceled,72.0
0,Check-Out,102.35
1,Canceled,176.0
1,Canceled,176.0
1,Canceled,129.0
1,Canceled,194.0
1,Canceled,194.0
1,Canceled,99.0
0,Check-Out,69.71
1,Canceled,99.0
1,Canceled,96.43
1,Canceled,129.0
0,Check-Out,98.6
1,Canceled,57.0
1,Canceled,161.0
1,Canceled,161.0
1,Canceled,57.0
1,Canceled,129.0
1,Canceled,179.0
1,Canceled,176.0
1,Canceled,161.0
0,Check-Out,113.0
1,Canceled,129.0
1,Canceled,99.64
1,Canceled,183.5
0,Check-Out,147.0
1,Canceled,135.0
0,Check-Out,77.64
0,Check-Out,121.5
0,Check-Out,77.64
1,Canceled,72.0
0,Check-Out,72.0
0,Check-Out,59.6
1,Canceled,121.5
1,Canceled,161.0
1,Canceled,141.0
1,No-Show,103.2
1,Canceled,159.0
1,Canceled,128.8
1,Canceled,116.0
1,Canceled,194.0
1,Canceled,136.0
1,Canceled,99.0
1,Canceled,121.5
0,Check-Out,78.5
1,Canceled,110.0
1,Canceled,99.0
0,Check-Out,75.65
1,Canceled,57.6
1,Canceled,135.0
0,Check-Out,85.5
1,Canceled,99.0
0,Check-Out,85.5
0,Check-Out,85.0
0,Check-Out,85.0
1,Canceled,145.0
0,Check-Out,65.75
1,Canceled,189.19
1,Canceled,122.33
0,Check-Out,60.35
0,Check-Out,60.35
1,No-Show,72.0
1,Canceled,136.0
1,Canceled,115.75
1,Canceled,103.75
1,Canceled,103.75
1,Canceled,103.75
1,Canceled,150.57
1,Canceled,100.0
0,Check-Out,84.0
1,Canceled,85.5
1,Canceled,85.5
1,Canceled,72.0
1,Canceled,72.0
1,Canceled,72.0
1,Canceled,85.5
0,Check-Out,156.75
1,Canceled,85.5
1,Canceled,72.0
1,Canceled,85.5
1,Canceled,85.5
1,Canceled,72.0
1,Canceled,72.0
1,Canceled,62.9
1,Canceled,62.9
0,Check-Out,79.84
1,Canceled,99.0
0,Check-Out,68.0
0,Check-Out,64.8
1,Canceled,72.0
1,Canceled,72.0
1,Canceled,72.0
1,Canceled,72.0
1,Canceled,72.0
1,Canceled,67.5
1,Canceled,64.8
1,Canceled,72.0
0,Check-Out,85.5
1,Canceled,136.0
0,Check-Out,100.3
1,Canceled,54.72
1,Canceled,108.17
1,Canceled,57.6
0,Check-Out,135.0
0,Check-Out,141.67
1,No-Show,106.0
0,Check-Out,92.36
1,Canceled,92.0
0,Check-Out,92.0
0,Check-Out,92.0
0,Check-Out,92.0
0,Check-Out,92.0
0,Check-Out,92.0
0,Check-Out,92.0
0,Check-Out,92.0
0,Check-Out,92.0
0,Check-Out,92.0
0,Check-Out,92.0
1,Canceled,92.0
0,Check-Out,92.0
0,Check-Out,92.0
0,Check-Out,92.0
0,Check-Out,92.0
0,Check-Out,92.0
0,Check-Out,92.0
0,Check-Out,76.0
0,Check-Out,92.0
1,Canceled,169.0
0,Check-Out,92.0
0,Check-Out,92.0
0,Check-Out,92.0
0,Check-Out,76.0
0,Check-Out,92.0
0,Check-Out,92.0
1,Canceled,57.51
1,Canceled,8.0
1,Canceled,57.51
1,Canceled,57.51
1,Canceled,57.51
0,Check-Out,0.0
1,Canceled,171.0
0,Check-Out,79.0
1,Canceled,121.0
1,Canceled,76.5
1,Canceled,194.0
1,Canceled,72.0
1,Canceled,72.0
0,Check-Out,85.5
1,Canceled,106.0
0,Check-Out,73.5
0,Check-Out,56.72
0,Check-Out,94.0
1,Canceled,174.0
1,No-Show,179.0
1,Canceled,194.0
1,No-Show,99.0
0,Check-Out,53.84
1,Canceled,121.5
0,Check-Out,70.0
0,Check-Out,76.5
0,Check-Out,85.3
0,Check-Out,90.0
1,Canceled,72.0
1,Canceled,72.0
1,No-Show,179.0
1,Canceled,72.0
1,Canceled,129.0
1,Canceled,120.0
1,Canceled,169.0
1,Canceled,118.0
1,Canceled,145.0
1,Canceled,214.0
1,Canceled,191.43
0,Check-Out,100.29
1,Canceled,141.01
1,Canceled,118.15
1,Canceled,196.5
1,Canceled,88.5
0,Check-Out,126.64
0,Check-Out,150.71
0,Check-Out,120.0
1,Canceled,116.0
1,Canceled,116.0
1,Canceled,107.0
1,Canceled,123.33
1,Canceled,123.33
1,Canceled,220.0
0,Check-Out,145.25
1,Canceled,74.57
1,Canceled,143.57
1,Canceled,145.88
1,Canceled,145.88
1,Canceled,155.57
0,Check-Out,85.3
1,Canceled,8.0
1,Canceled,129.0
1,Canceled,165.0
1,Canceled,129.0
1,Canceled,79.0
1,Canceled,155.33
1,Canceled,130.67
1,Canceled,90.64
0,Check-Out,73.49
1,Canceled,48.6
1,Canceled,76.5
1,Canceled,76.5
1,Canceled,61.92
0,Check-Out,93.96
1,Canceled,91.5
0,Check-Out,120.16
1,Canceled,90.64
0,Check-Out,57.25
1,Canceled,77.14
1,Canceled,77.14
1,Canceled,185.33
0,Check-Out,98.0
0,Check-Out,96.0
0,Check-Out,60.29
0,Check-Out,60.29
1,Canceled,151.8
0,Check-Out,60.29
0,Check-Out,59.8
1,Canceled,73.95
0,Check-Out,85.3
1,Canceled,124.0
1,Canceled,118.0
0,Check-Out,62.9
0,Check-Out,80.2
1,Canceled,105.54
1,Canceled,159.0
1,Canceled,206.33
1,Canceled,129.0
1,Canceled,130.75
1,Canceled,208.56
1,Canceled,142.0
1,Canceled,64.85
1,Canceled,225.0
1,Canceled,220.0
1,No-Show,169.0
1,Canceled,142.5
0,Check-Out,135.25
1,Canceled,81.0
1,Canceled,57.8
1,Canceled,120.0
1,Canceled,111.0
0,Check-Out,83.0
1,Canceled,81.0
1,Canceled,108.0
0,Check-Out,59.8
0,Check-Out,59.8
1,Canceled,105.4
1,Canceled,220.0
0,Check-Out,59.8
0,Check-Out,110.0
1,Canceled,103.26
1,Canceled,114.65
1,Canceled,36.5
1,Canceled,135.0
1,Canceled,81.0
0,Check-Out,74.0
1,Canceled,72.9
1,Canceled,103.76
1,Canceled,94.5
1,Canceled,174.0
1,Canceled,94.5
1,Canceled,81.0
0,Check-Out,81.9
1,Canceled,81.0
0,Check-Out,81.0
1,Canceled,134.1
1,Canceled,146.0
0,Check-Out,1.8
1,Canceled,146.0
1,Canceled,139.5
1,Canceled,134.0
0,Check-Out,112.2
1,Canceled,82.8
1,Canceled,81.0
1,Canceled,121.6
1,Canceled,96.0
1,Canceled,81.0
1,Canceled,181.0
1,Canceled,193.0
1,Canceled,81.0
1,Canceled,79.06
1,Canceled,81.0
1,Canceled,108.0
0,Check-Out,111.3
1,Canceled,119.25
1,Canceled,272.0
1,Canceled,159.0
1,Canceled,178.64
0,Check-Out,93.0
0,Check-Out,163.2
0,Check-Out,72.9
1,Canceled,57.8
1,Canceled,75.6
1,Canceled,57.8
1,Canceled,99.9
0,Check-Out,83.8
1,Canceled,134.73
0,Check-Out,83.8
1,Canceled,57.8
1,Canceled,94.5
0,Check-Out,128.35
0,Check-Out,105.2
0,Check-Out,128.35
1,Canceled,135.0
0,Check-Out,113.3
1,Canceled,75.6
0,Check-Out,55.65
0,Check-Out,111.3
0,Check-Out,91.81
0,Check-Out,117.0
1,Canceled,105.0
1,Canceled,65.0
1,Canceled,108.0
0,Check-Out,101.0
1,Canceled,222.0
1,Canceled,107.1
0,Check-Out,97.2
1,Canceled,126.0
